금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,소재지도로명주소,관리기관명,위도,경도,데이터기준일자
멜버른어학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 궁동로 126 , 202호 (부송동, 까투리)",전라북도 익산시,35.962459,126.9851924,2022-03-09
베토벤피아노음악학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 동서로 3길 25 , 상가2동 205호 (어양동, e편한세상 어양)",전라북도 익산시,35.96067407,126.946954,2022-03-09
해냄영수집중학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 동서로 3길 25 , 상가2동 202호, 203호 (어양동, e편한세상 어양)",전라북도 익산시,35.96067407,126.946954,2022-03-09
퀸피아노첼로음악학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 동서로 3길 25 , 상가2동 204호 (어양동, e편한세상 어양)",전라북도 익산시,35.96067407,126.946954,2022-03-09
홍명희어학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 선화로 길 32 , 3층 (모현동1가)",전라북도 익산시,35.945495,126.944271,2022-03-09
쉐마영어학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 하나로 487 , 2층 (영등동)",전라북도 익산시,35.963794,126.980311,2022-03-09
고준영수전문학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 동서로 509 , 302호 (어양동, 익산자이 상가)",전라북도 익산시,35.95430089,126.9888534,2022-03-09
비전독서실,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 19 , 203호 (부송동)",전라북도 익산시,35.96041686,126.9628219,2022-03-09
더블학수학영어전문학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 선화로 길 42 , 이화모현A상가동1층101호(1층일부) (모현동1가,이화모현아파트)",전라북도 익산시,35.951216,126.947971,2022-03-09
아이비티주니어영어학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 배산로 102 , 청하빌딩 2층 (모현동1가,1급카센타)",전라북도 익산시,35.946801,126.9397897,2022-03-09
쌤수학전문학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 서동로 9길 2 (마동,주택)",전라북도 익산시,35.93490315,126.9586582,2022-03-09
아트한미술학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 6길 9-2 , (2층) (영등동,봉달이치킨)",전라북도 익산시,35.963219,126.972435,2022-03-09
리틀아메리카학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 8길 61 , 4층 (영등동,예닮음악학원)",전라북도 익산시,35.952942,126.975818,2022-03-09
참빛박쌤영어학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 무왕로 3길 5 , 3층 (영등동,주택)",전라북도 익산시,35.958977,126.976551,2022-03-09
해맑음음악학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 부송1로 122 , 3층 (부송동)",전라북도 익산시,35.95817305,126.995409,2022-03-09
금마하늘피아노학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 금마면 금마길 37 , (2층) (금마면 금마하나로 트)",전라북도 익산시,35.989999,127.0518909,2022-03-09
두뇌과학영어전문학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 무왕로 1091-1 , (3층) (영등동,주택)",전라북도 익산시,35.95880562,126.978191,2022-03-09
엘파워학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 동서로 1길 31 , (2층) (어양동,리틀베어아동복)",전라북도 익산시,35.954304,126.980921,2022-03-09
청운학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 38 , (4층) (영등동)",전라북도 익산시,35.955924,126.971969,2022-03-09
비엘씨영재수학학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 8길 61 , (5층) (영등동,예닮음악학원)",전라북도 익산시,35.952942,126.975818,2022-03-09
에이블영수학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 하나로 3길 18 , 그랜드타운상가 109동 204호(2층) (영등동,우남그랜드타운)",전라북도 익산시,35.9340122,126.9778936,2022-03-09
파인골드음악학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,전라북도 익산시 무왕로 2길 85 팔봉기안아파트 상가 18202 (팔봉동),전라북도 익산시,35.966513,127.014614,2022-03-09
태산학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고현로 91 , (2층,3층) (모현동1가,태산종합학원)",전라북도 익산시,35.945218,126.943038,2022-03-09
잭앤질어학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 무왕로 3길 20 , 2층 (영등동,익산영동2동우체국)",전라북도 익산시,35.960286,126.977018,2022-03-09
권평수피아노학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 0길 13 , 제일1차A상가204 (영등동,제일아파트)",전라북도 익산시,35.956443,126.971013,2022-03-09
애플영어전문학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 0길 22 , (5층,502호) (영등동)",전라북도 익산시,35.955692,126.972827,2022-03-09
오열공학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 11 , 우남샘물타운상가107201 (영등동,우남샘물타운)",전라북도 익산시,35.960208,126.972271,2022-03-09
지구촌학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고현로 길 12 , (3층) (모현동1가,우리은행(365코너))",전라북도 익산시,35.946101,126.942049,2022-03-09
대명독서실,시설전체,전라북도,익산시,학원,국민건강증진법제9조,전라북도 익산시 서동로 길 50 (),전라북도 익산시,35.932846,126.963654,2022-03-09
동산라인피아노음악학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,전라북도 익산시 동천로 81-13,전라북도 익산시,35.930146,126.971038,2022-03-09
경진음악학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 익산대로 7길 16 , 현대A상가201202 (모현동1가,현대아파트)",전라북도 익산시,35.953184,126.950541,2022-03-09
모현삼성치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 배산로 138 (모현동1가),전라북도 익산시,35.950091,126.9409935,2022-03-09
탑플란트치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 익산대로 2길 53, 2층 (남중동)",전라북도 익산시,35.950672,126.957721,2022-03-09
여산치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 여산면 여강로 21, 2층",전라북도 익산시,36.05844445,127.0828994,2022-03-09
닥터홍스치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 배산로 139 (모현동1가),전라북도 익산시,35.950266,126.940128,2022-03-09
권치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 하나로 447 (영등동),전라북도 익산시,35.96031296,126.980909,2022-03-09
정승관치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 선화로 31-12 (모현동1가),전라북도 익산시,35.952143,126.939189,2022-03-09
서울조이치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 배산로 길 44, 1,2층 (모현동1가)",전라북도 익산시,35.946898,126.936216,2022-03-09
스마일치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 인북로 324, 2층 (남중동, 스마일치과)",전라북도 익산시,35.95703119,126.960897,2022-03-09
김종구희망드림치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 선화로 16-10 (모현동1가),전라북도 익산시,35.950016,126.938903,2022-03-09
강남치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1078, 4층 (영등동)",전라북도 익산시,35.958226,126.976385,2022-03-09
다나치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 31-13 (모현동1가, 금송빌딩202호)",전라북도 익산시,35.951822,126.938641,2022-03-09
네이버치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 배산로 64 (모현동1가),전라북도 익산시,35.943543,126.9384049,2022-03-09
미담치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 16, 301호 (모현동1가)",전라북도 익산시,35.9515652,126.9325268,2022-03-09
행복치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 길 4, 4,5층 (모현동1가)",전라북도 익산시,35.952067,126.958791,2022-03-09
미주치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 중앙로 길 12, 2층 (중앙동1가)",전라북도 익산시,35.940366,126.948623,2022-03-09
차고기영치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 길 3 (영등동),전라북도 익산시,35.958687,126.973042,2022-03-09
FM치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 동서로 1길 79 (영등동),전라북도 익산시,35.96155708,126.9465076,2022-03-09
센트럴치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고현로 98 (모현동1가),전라북도 익산시,35.945671,126.9436335,2022-03-09
행복플러스치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1064, 2층 (영등동, 동성빌딩)",전라북도 익산시,35.9581457,126.975014,2022-03-09
선치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 4, 203호 (모현동1가)",전라북도 익산시,35.950239,126.938022,2022-03-09
프라이덴치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 하나로 462 (어양동),전라북도 익산시,35.961528,126.9815742,2022-03-09
태기출치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1034, 3층 (영등동)",전라북도 익산시,35.958123,126.971644,2022-03-09
김래형치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 고현로 101, 2층 (모현동1가, 전북은행)",전라북도 익산시,35.9462021,126.943375,2022-03-09
이미지치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 평동로 705 (동산동, 이마트)",전라북도 익산시,35.93059493,126.9578558,2022-03-09
익산지원중학교,시설전체,전라북도,익산시,중학교,국민건강증진법제9조,전라북도 익산시 고봉로 67,전라북도 익산시,35.94000128,126.960763,2022-03-09
인재의숲학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 선화로 25-13 , 202호 (모현동1가, 익산배산사랑으로 영1차상가동)",전라북도 익산시,35.951585,126.936356,2022-03-09
해법영어교실동북학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,"전라북도 익산시 고봉로 190-4 , 2층일부 (영등동, 주택)",전라북도 익산시,35.948877,126.967891,2022-03-09
블루오션수학과학학원,시설전체,전라북도,익산시,학원,국민건강증진법제9조,전라북도 익산시 무왕로 7길 54 (2층일부) (영등동),전라북도 익산시,35.963302,126.979784,2022-03-09
